painter_id,painter_name,summary,url,summary_length
1016,Eugène Isabey,"Eugène Louis Gabriel Isabey (French pronunciation: [øʒɛn lwi ɡabʁijɛl izabɛ]; 22 July 1803 – 25 April 1886) was a French painter, lithographer and watercolorist in the Romantic style.",https://en.wikipedia.org/wiki/Eug%C3%A8ne_Isabey,28
1017,Eugene J. Martin,"Eugene James Martin (July 24, 1938 – January 1, 2005)
was an African-American visual artist.",https://en.wikipedia.org/wiki/Eugene_J._Martin,15
1018,Eugene Montgomery,"Eugene Montgomery, a painter and illustrator, was born in Texas in 1905 and died in Aurora, Illinois on December 16, 2001 of complications from a broken hip.
Montgomery moved to Chicago in the 1920s to study at the Art Institute of Chicago.  He began his career in advertising and his first commercial work, a sketch of his daughter, was bought by the Carnation Milk Co. and used on their magazine advertisements.
Montgomery continued to do commercial illustration for many years, and worked in many genres, but gained most of his recognition as a portrait painter and a muralist.  Montgomery was a prolific portrait painter and often used his family as models.  He was hired to paint numerous corporation chairpersons and executives, or those being recognized by companies, such as G.E. vacuum tube pioneer Saul Dushman.  He was commissioned by Sears Roebuck to paint a series of portraits of its founders and officers, and many of his portraits still are displayed in the Sears Tower in Chicago.  Montgomery painted similar portraits for companies such as Allstate and Motorola, and for heads of hospitals and universities.  Montgomery's most famous and most widely viewed portrait is probably that which he was commissioned to do of University of Notre Dame football coach Knute Rockne in the 1930s.  The portrait remains in the University collection in South Bend, Indiana. Montgomery also painted anonymous portraits, such as Woman with Mandolin, which hangs prominently in the guest house of Oprah Winfrey. Another notable work, a portrait of Motorola founder Paul Galvin, hangs today in the Crerar Library (now the Galvin Library) of the Illinois Institute of Technology.
Besides portraits, Montgomery gained national recognition for his large murals.  Sears hired him to paint murals for many of its stores around the country, typically showing scenes from local history. His first such mural was for a store in Houston in 1939. His last known mural, for Allstate Insurance in Chicago in the 1950s, depicted the history of the automobile age.  The unveiling of Montgomery's 70' mural of Mecklenburg County at the grand opening of the new Sears store in Charlotte, North Carolina in 1949, one of a series of 12 commissioned by Sears, was a major event, and when the store was eventually torn down, the mural was relocated to South Mecklenburg High School in 1970.
In 1942, Montgomery was featured in the Art Institute of Chicago's exhibition of prize-winning Chicago-area artists.
Some of his work is also on display at the Covenant United Methodist Church in Evanston.
Montgomery painted and taught until he was 85, working out of his home studio in Skokie, Illinois.",https://en.wikipedia.org/wiki/Eugene_Montgomery,436
1019,Eugenio de Arriba,Eugenio de Arriba (4 March 1934 – 16 March 1977) was a Spanish painter.,https://en.wikipedia.org/wiki/Eugenio_de_Arriba,14
1020,Eugenio Granell,"Eugenio Fernández Granell (28 November 1912 – 24 October 2001), recognised as the last Spanish surrealist, was an artist, professor, musician and writer.
As a political activist in the early 20th century, Granell was characterised by his outspoken support of democratic socialism and opposition to totalitarianism. Eugenio joined the Trotskyists during his military service and eventually became a prominent member of POUM (Partido Obrero de Unificación Marxista / Worker's Party of Marxist Unification) in 1935.
Following the Civil War, Granell fled to France where he was interned in concentration camps however after having escaped, Eugenio then sought exile in the Americas.
As a surrealist artist, Eugenio's work is principally characterised by its bright and vivid colours that explore nature and the indigenous symbolism of the Americas. His most famous works include Autorretrato (1944), Elegía por Andrés Nin (1991) as well as Crónica de los fiscales de los años horrendos (1986). Granell's work has been incorporated into exhibitions in the Maeght Gallery, the Bodley Gallery, the Museum of Modern Art, and the Museum of Contemporary Art alongside other surrealists such as André Breton and Marcel Duchamp.
Granell also dedicated himself as a poet, essayist and novelist, publishing 15 books in all. Some his first, and most prominent works, include ""El hombre verde"" (The Green Man, 1944) and Lo que sucedió (What Occurred), a book he illustrated and designed himself which won Mexico's Don Quijote novel prize in 1969. From the mid-1960s until retirement, he was professor of Spanish literature at Brooklyn College.
The Eugenio Granell Foundation was inaugurated in 1995 to conserve the life and work of the artist with an expansive collection of his oils, drawings, constructions, collages and archives. The museum also dedicates itself to the preservation of other surrealists such as Joan Miró, Wifredo Lam, José Caballero, William Copley, Esteban Francés, Marcel Duchamp and Pablo Picasso.",https://en.wikipedia.org/wiki/Eugenio_Granell,308
1021,Eugeniusz Zak,"Eugeniusz Zak (15 December 1884 – 15 January 1926), also known as Eugène Zak and Eugene Zak, was a Polish artist.",https://en.wikipedia.org/wiki/Eugeniusz_Zak,21
1022,Eva Frankfurther,Eva Frankfurther (10 February 1930 – January 1959) was a German-born British artist known for her depictions of the immigrant communities of the East End of London in the 1950s.,https://en.wikipedia.org/wiki/Eva_Frankfurther,30
1023,Eva Gonzalès,"Eva Gonzalès (19 April 1849 – 6 May 1883) was a French Impressionist painter. She was one of the four most notable female Impressionists in the nineteenth century, along with Mary Cassatt (1844–1926), Berthe Morisot (1841–95), and Marie Bracquemond (1840–1916).",https://en.wikipedia.org/wiki/Eva_Gonzal%C3%A8s,40
1024,Eva Švankmajerová,"Eva Švankmajerová (25 September 1940 – 20 October 2005) was a Czech surrealist artist. She was born Eva Dvořáková. A native of the Czech town of Kostelec nad Černými lesy, she moved to Prague in 1958 to study at the Prague School of Interior Design and later the Academy of Performing Arts (Theater Department). From 1970, she was an active member of the Czech and Slovak Surrealist Group. She was a painter and ceramicist, and her poetry and prose regularly appeared in the journal Analogon. Most recently, her work has appeared in English in Surrealist Women: an International Anthology (Austin: University of Texas Press, 1998) and Baradla Cave (Twisted Spoon Press, 2001). Švankmajerová was married to the Surrealist filmmaker Jan Švankmajer, with whom she collaborated on such films as Alice, Faust, and Conspirators of Pleasure. They had two children, Veronika and Václav, and lived in Prague until her death from breast cancer in 2005.",https://en.wikipedia.org/wiki/Eva_%C5%A0vankmajerov%C3%A1,154
1025,Evan Charlton,Evan Charlton (1904–1984) was a British artist who painted surrealist landscapes and interiors.,https://en.wikipedia.org/wiki/Evan_Charlton,13
1026,Évariste Vital Luminais,"Évariste Vital Luminais (French pronunciation: [evaʁistə vital lyminɛ]; 13 October 1821 – 10 or 15 May 1896) was a French painter. He is best known for works depicting early French history and is sometimes called ""the painter of the Gauls"".",https://en.wikipedia.org/wiki/%C3%89variste_Vital_Luminais,40
1027,Evaristo Baschenis,"Evaristo Baschenis (7 December 1617 – 16 March 1677) was an Italian Baroque painter of the 17th century, active mainly around his native city of Bergamo.",https://en.wikipedia.org/wiki/Evaristo_Baschenis,26
1028,Eve Disher,Eve Disher (1894–1991) was a British artist known for her portrait paintings but who also painted urban scenes and flower paintings.,https://en.wikipedia.org/wiki/Eve_Disher,21
1029,Eve Ryder,"Eva C. “Eve” Ryder (1896–1984) was an artist in Nebraska known for her oil paintings of Midwest landscapes and also for still lifes.  Her works were exhibited at the Joslyn Art Museum in Omaha, Nebraska, as well as in annual exhibitions in Lincoln, Kearney and Grand Island, where she lived.  She was married to Dr. Franklin Dell Ryder, who was a well-known physician in Grand Island, Nebraska.  She studied art under Augustus Dunbier and Lenore Benolken in Omaha, Nebraska, as well as under William A. Patty in California.",https://en.wikipedia.org/wiki/Eve_Ryder,88
1030,Evelyn Abelson,"Evelyn Abelson, née Levy, (1886 - 7 March 1967) was a British painter.",https://en.wikipedia.org/wiki/Evelyn_Abelson,13
1031,Evelyn Cheston,Evelyn Cheston née Davy (8 September 1875 – 31 October 1929) was a British painter in oils and watercolours of landscapes and outdoor scenes.,https://en.wikipedia.org/wiki/Evelyn_Cheston,24
1032,Everett Shinn,"Everett Shinn (November 6, 1876 – May 1, 1953) was an American painter and member of the urban realist Ashcan School.
Shinn started as a newspaper illustrator in Philadelphia, demonstrating a rare facility for depicting animated movement, a skill that would, however, soon be eclipsed by photography. Here he worked with William J. Glackens, George Luks and John Sloan, who became core-members of the Ashcan School, led by Robert Henri, which defied official good taste in favour of robust images of real life. Shinn is best known for scenes of disaster or street violence, as well as theatrical subjects, regarding the theatre as a place of satisfying illusion. Shinn was the only Ashcan artist who preferred to work in pastels. He was reportedly a model for the protagonist of Theodore Dreiser's  novel The ""Genius"".",https://en.wikipedia.org/wiki/Everett_Shinn,134
1033,Everett Warner,"Everett Longley Warner (July 16, 1877 – October 20, 1963) was an American Impressionist painter and printmaker, as well as a leading contributor to US Navy camouflage during both World Wars.",https://en.wikipedia.org/wiki/Everett_Warner,31
1034,Evert Collier,"Evert Collier (26 January 1642 – few days before 8 September 1708) was a Dutch Golden Age still-life painter known for vanitas and trompe-l'œil paintings.  His first name is sometimes spelled ""Edward"" or ""Edwaert"" or ""Eduwaert"" or ""Edwart,"" and his last name is sometimes spelled ""Colyer"" or ""Kollier"".",https://en.wikipedia.org/wiki/Evert_Collier,48
1035,F. Scott Hess,"F. Scott Hess (born July 12, 1955) is an American painter and conceptual artist. He has described himself as a ""reluctant realist"" whose work is nevertheless grounded in Old Master craft and the representation of observed detail.  Art critic Donald Kuspit suggests, ""Hess uses profane realism to represent the sacred moments of life, for he knows we live in a profane world with little or no sense of the sacred, let alone of the sacredness of art"".",https://en.wikipedia.org/wiki/F._Scott_Hess,77
1036,Fairfield Porter,"Fairfield Porter (June 10, 1907 – September 18, 1975) was an American painter and art critic. He was the fourth of five children of James Porter, an architect, and Ruth Furness Porter, a poet from a literary family.  He was the brother of photographer Eliot Porter and the brother-in-law of federal Reclamation Commissioner Michael W. Straus.
While a student at Harvard, Porter majored in fine arts; he continued his studies at the Art Students' League when he moved to New York City in 1928.  His studies at the Art Students' League predisposed him to produce socially relevant art and, although the subjects would change, he continued to produce realist work for the rest of his career. He would be criticized and revered for continuing his representational style in the midst of the Abstract Expressionist movement.
His subjects were primarily landscapes, domestic interiors and portraits of family, friends and fellow artists, many of them affiliated with the New York School of writers, including John Ashbery, Frank O'Hara, and James Schuyler. Many of his paintings were set in or around the family summer house on Great Spruce Head Island, Maine and the family home at 49 South Main Street, Southampton, New York.
His painterly vision, which encompassed a fascination with nature and the ability to reveal extraordinariness in ordinary life, was heavily indebted to the French painters Pierre Bonnard and Édouard Vuillard. John Ashbery wrote of him: ""Characteristically, [Porter] tended to prefer the late woolly Vuillards to the early ones everyone likes"".
Porter said once, ""When I paint, I think that what would satisfy me is to express what Bonnard said Renoir told him: 'make everything more beautiful.'""",https://en.wikipedia.org/wiki/Fairfield_Porter,276
1037,Fan Kuan,"Fan Zhongzheng (c. 960 – c. 1030), courtesy name Zhongli, better known by his pseudonym Fan Kuan (Chinese: 范寬; pinyin: Fàn Kuān; Wade–Giles: Fan K’uan), was a Chinese landscape painter of the Song dynasty. He was both a Daoist and a Neo-Confucianist.
Travelers among Mountains and Streams, a large hanging scroll, is Fan Kuan's best known work, possibly his only surviving one, and a seminal painting of the Northern Song school. It establishes an ideal in monumental landscape painting to which later painters were to return time and again for inspiration. The classic Chinese perspective of three planes is evident - near, middle (represented by water and mist), and far. Unlike earlier examples of Chinese landscape art, the grandeur of nature is the main theme, rather than merely providing a backdrop. A packhorse train can barely be seen emerging from a wood at the base of a towering precipice. The painting's style encompasses archaic conventions dating back to the Tang dynasty.
The historian Patricia Ebrey explains her view on the painting that the:

...foreground, presented at eye level, is executed in crisp, well-defined brush strokes. Jutting boulders, tough scrub trees, a mule train on the road, and a temple in the forest on the cliff are all vividly depicted. There is a suitable break between the foreground and the towering central peak behind, which is treated as if it were a backdrop, suspended and fitted into a slot behind the foreground. There are human figures in this scene, but it is easy to imagine them overpowered by the magnitude and mystery of their surroundings.
Fan's masterpiece Travellers among Mountains and Streams bears a lost half-hidden signature rediscovered only in 1958.",https://en.wikipedia.org/wiki/Fan_Kuan,280
1038,Fan Qi (artist),"Fan Qi (Fan Ch'i, traditional: 樊圻, simplified: 樊圻; 1616–1694) was a Chinese landscape painter during the Qing dynasty (1644–1912), one of the Eight Masters of Nanjing. His specific years of birth and death are unknown.
Fan was born in Jiangning in the Jiangsu province. His style name was 'Huigong'. Fan specialized in paintings of landscapes, flowers, and human figures.",https://en.wikipedia.org/wiki/Fan_Qi_(artist),59
1039,Fang Congyi,"Fang Congyi (simplified Chinese: 方从义; traditional Chinese: 方從義; pinyin: Fāng Cóngyì; 1302–1393), courtesy name Wuyu (無隅), sobriquets Fanghu (方壺), Bumang Daoren (不芒道人), Jinmen Yuke (金門羽客) and Guigu Shanren (鬼谷山人), was a famed Chinese painter during the Yuan dynasty.
Fang was a native of Guixi, Jiangxi Province. In his youth he studied and became a Daoist priest, joining the Zhengyi Dao sect at his local temple. After the death of his principal instructor in the early 1340s, Fang traveled along the Yangtze River to the capital Khanbaliq, now Beijing. It was there that he began painting. He obtained a patron, and produced a number of works based on his travels. He primarily painted landscapes.",https://en.wikipedia.org/wiki/Fang_Congyi,113
1040,Fanny McIan,"Fanny McIan (c. 1814 – 7 April 1897) was an English artist who specialized in Scottish historical scenes.  As the first superintendent of London's Female School of Design, she promoted British women's art education in the mid-nineteenth century.",https://en.wikipedia.org/wiki/Fanny_McIan,38
1041,Farid Mansour (artist),Farid Mansour  (1929–2010)  (Arabic: فريد منصور)   was a Lebanese sculptor and painter.,https://en.wikipedia.org/wiki/Farid_Mansour_(artist),12
1042,Fathi Hassan,"Fathi Hassan (Arabic: فتحي حسن, born 10 May 1957) is an Egyptian-born artist known for his installations involving the written word.",https://en.wikipedia.org/wiki/Fathi_Hassan,21
1043,Fay Pomerance,"Fay Pomerance née Levy (12 July 1912 – 2001) was a British artist known for her paintings in pastel, tempera and in watercolours which were often on religious and spiritual subjects.",https://en.wikipedia.org/wiki/Fay_Pomerance,31
1044,Fede Galizia,"Fede Galizia, better known as Galizia, (c. 1578 – c. 1630) was an Italian painter of still-lifes, portraits, and religious pictures. She is especially noted as a painter of still-lifes of fruit, a genre in which she was one of the earliest practitioners in European art. She is perhaps not as well known as other female artists, such as Angelica Kauffman and Élisabeth Vigée Le Brun, because she did not have access to court-oriented or aristocratic social circles, nor had she sought the particular patronage of political rulers and noblemen.",https://en.wikipedia.org/wiki/Fede_Galizia,90
1045,Federico Barocci,"Federico Barocci (also written Barozzi) (c. 1535 – 30 September 1612) was an Italian Renaissance painter and printmaker. His original name was Federico Fiori, and he was nicknamed Il Baroccio. His work was highly esteemed and influential, and  foreshadows the Baroque of Rubens. He is generally considered the greatest and the most individual painter of his time in central Italy.",https://en.wikipedia.org/wiki/Federico_Barocci,60
1046,Federico Uribe,"Federico Uribe (born 1962) is a Colombian artist living in Miami, Florida.",https://en.wikipedia.org/wiki/Federico_Uribe,12
1047,Federico Zandomeneghi,"Federico Zandomeneghi (Italian pronunciation: [fedeˈriːko ddzandoˈmeːneɡi]; June 2, 1841 – December 31, 1917) was an Italian Impressionist painter.",https://en.wikipedia.org/wiki/Federico_Zandomeneghi,18
1048,Federico Zuccari,"Federico Zuccaro, also known as Federico Zuccari (c. 1540/1541 –  Unknown), was an Italian Mannerist painter and architect, active both in Italy and abroad.",https://en.wikipedia.org/wiki/Federico_Zuccari,24
1049,Fedot Sychkov,"Fedot Vasilevich Sychkov (Russian: Федот Васильевич Сычков), March 13, 1870, Kochelaevo,  Russian Empire – August 3, 1958, Saransk) was a Russian painter.",https://en.wikipedia.org/wiki/Fedot_Sychkov,22
1050,Fei Danxu,"Fei Danxu (simplified Chinese: 费丹旭; traditional Chinese: 費丹旭; pinyin: Fèi Dānxù; Wade–Giles: Fei Tan-hsü; 1801–1850) was an itinerant Chinese painter during the Qing Dynasty.
Fei's courtesy name was Zitiao (子苕), and his art names were Xiaolou (晓楼) and Huanxisheng (环溪生). A later pseudonym was Ouweng (偶翁). He was a native of Wucheng (乌程 - now Wuxing, Zhejiang).
Fei began painting when he was very young in Wucheng.  He later traveled throughout Zhejiang and Jiangsu provinces to practiced his art. He is most noted for his paintings of beautiful women. Among his paintings of beautiful women is ""Twelve Beauties of Jinling,"" which features twelve of the major female characters in the novel Dream of the Red Chamber.
He was often associated with the painter Gai Qi in what was known as the ""Gai Fei"" school. Fei's younger brother Dancheng, as well as his sons and grandsons, continued the tradition of painting beautiful women, as did Gai Qi's grandson.",https://en.wikipedia.org/wiki/Fei_Danxu,157
1051,Felice Casorati,"Felice Casorati (4 December 1883 – 1 March 1963) was an Italian painter, sculptor, and printmaker. The paintings for which he is most noted include figure compositions, portraits and still lifes, which are often distinguished by unusual perspective effects.",https://en.wikipedia.org/wiki/Felice_Casorati,39
1052,Felicity Charlton,"Felicity Ursula Hartland Charlton (1913 – 18 March 2009) was a British artist known for combining realism and fantasy elements in her paintings often of figures in gardens. Although born in Bristol, Charlton spent the majority of her life working in Wales.",https://en.wikipedia.org/wiki/Felicity_Charlton,42
1053,Felipe Seade,Felipe Seade (1912 – 18 January 1969) was a painter and teacher of Lebanese descent who spent most of his life in Uruguay.,https://en.wikipedia.org/wiki/Felipe_Seade,23
1054,Félix Aráuz,"Félix Aráuz (2 May 1935 – 28 February 2024) was an Ecuadorian painter. Aráuz was among the art circles of Enrique Tábara, Aníbal Villacís, José Carreño, and Juan Villafuerte.  In 1957,  Aráuz began studying under César Andrade Faini at the School of Fine Arts.  During his second year, his father died leaving Aráuz feeling nostalgic and isolated.  Aráuz funneled his emotions into his work creating some of the most beautiful, heartfelt and dreamlike imagery to date.  Both his use of color and his compositions are strong and designed to leave a lasting impression on the viewer.  Aráuz's subjects usually include surreal flower arrangements, the innocence of children, faces, 'trees of life', landscapes and abstracts — all of which are created with a personal dreamlike aesthetic.
In 1967, Aráuz married Nila Villafuerte Estrada, older sister of Juan Villafuerte.  Aráuz, Juan Villafuerte and José Carreño had a very close friendship forged at the School of Fine Arts. In the same year, Aráuz received a government scholarship to travel to the United States with the fellow master painter Gilberto Almeida a member of the VAN group, an artists' collective founded by Enrique Tábara, Aníbal Villacís, and Jaime Villa in order to study galleries and museums throughout New York, Philadelphia, Washington, Chicago, San Francisco, Los Angeles, and Miami.
In 1970, arranged through his friend, Jaime Andrade, Aráuz exhibited two paintings at the Pan American Union in Washington, D.C. and at Gallery Kromex in New York.  Both exhibits were considered notable.  In 1971, Aráuz obtained The Great Prize of Julio National Hall in Guayaquil.
In 1987, Aráuz traveled to Basel, Switzerland to exhibit with his friend Eloísa Melo.  From there, Aráuz traveled to Brussels and exhibited with Víctor Mideros.  Finally, Aráuz met up with longtime friend and colleague José Carreño in Paris.
Aráuz was a professor at the School of Fine Arts beginning in 1966 and continued to paint in his studio in Guayaquil, Ecuador.
Aráuz died on 28 February 2024, at the age of 88.",https://en.wikipedia.org/wiki/F%C3%A9lix_Ar%C3%A1uz,331
1055,Félix Bódog Widder,"Félix Bódog Widder (Hungarian: [ˈfeːliks ˈboːdoɡ ˈviddɛr]; 28 April 1874 – 26 September 1939) was a Hungarian painter, graphic designer and teacher.",https://en.wikipedia.org/wiki/F%C3%A9lix_B%C3%B3dog_Widder,22
1056,Félix Labisse,"Félix Labisse (March 9, 1905 – January 27, 1982) was a French Surrealist painter, illustrator, and designer.
He was born in Marchiennes. He divided his time between Paris and the Belgian coast from 1927. In Ostend he met James Ensor, who influenced his work. Beginning in 1931 he designed for the theater. His paintings depict fantastical hybrid creatures, and are often erotic. He painted the first of a series of blue women in 1960; among them is the Bain Turquoise.
He was the subject of a film by Alain Resnais, Visite à Félix Labisse (1947). In 1966 he was elected to the 
Académie des Beaux-Arts. In 1973 his paintings were shown in a retrospective exhibition at the Museum Boijmans Van Beuningen, Rotterdam. He died in Neuilly-sur-Seine in 1982.",https://en.wikipedia.org/wiki/F%C3%A9lix_Labisse,128
1057,Félix Vallotton,"Félix Édouard Vallotton (French pronunciation: [feliks edwaʁ valɔtɔ̃]; December 28, 1865 – December 29, 1925) was a Swiss and French painter and printmaker associated with the group of artists known as Les Nabis. He was an important figure in the development of the modern woodcut. He painted portraits, landscapes, nudes, still lifes, and other subjects in an unemotional, realistic style.
His earliest paintings were influenced by Holbein and Ingres. He developed a simpler style during his association with Les Nabis during the 1890s, and produced woodcuts which brought him international recognition. Characterized by broad masses of black and white with minimal detail, they include street scenes, bathers, portraits, and a series of ten interiors titled Intimités (Intimacies) that portray charged domestic encounters between men and women. He produced few prints after 1901, and concentrated instead on painting. His later paintings include highly finished portraits and nudes, and landscapes painted from memory.
He was also active as a writer. He published art criticism during the 1890s, and his novel La Vie meurtrière (The Murderous Life) was published posthumously.",https://en.wikipedia.org/wiki/F%C3%A9lix_Vallotton,177
1058,Félix Ziem,"Félix Ziem (26 February 1821 – 10 November 1911) was a French painter in the style of the Barbizon School, who also produced some Orientalist works.",https://en.wikipedia.org/wiki/F%C3%A9lix_Ziem,26
1059,Ferdinand Bol,"Ferdinand Bol (24 June 1616 - 24 August 1680) was a Dutch painter, etcher and draftsman. Although his surviving work is rare, it displays Rembrandt's influence; like his master, Bol favored historical subjects, portraits, numerous self-portraits, and single figures in exotic finery.",https://en.wikipedia.org/wiki/Ferdinand_Bol,42
1060,Ferdinand Hodler,"Ferdinand Hodler (March 14, 1853 – May 19, 1918) was one of the best-known Swiss painters of the nineteenth century. His early works were portraits, landscapes, and genre paintings in a realistic style. Later, he adopted a personal form of symbolism which he called ""parallelism"".",https://en.wikipedia.org/wiki/Ferdinand_Hodler,45
1061,Ferdynand Ruszczyc,"Ferdynand Ruszczyc (1870–1936) was Polish painter, printmaker, and stage designer. He was a member of the aristocratic Ruszczyc de Lis family.",https://en.wikipedia.org/wiki/Ferdynand_Ruszczyc,21
1062,Ferenc Joachim,"Ferenc Joachim (May 21, 1882 – September 16, 1964) was a Hungarian painter of portraits and landscapes in oil, watercolors and pastels on canvas, board and paper. He studied and painted in Budapest and Western Europe. As an untitled member of the minor nobility, Joachim was entitled to bear the honorary prefix Csejtei, so prior to the Communist abolition of honorifics in 1947 his name might be found in the form ""Csejtei Joachim Ferenc"" (or ""Cs. Joachim F."") in Hungarian, or in German ""Franz Joachim von Csejthey"".",https://en.wikipedia.org/wiki/Ferenc_Joachim,87
1063,Fern Coppedge,"Fern Isabel Coppedge (July 28, 1883 – April 21, 1951) was an American impressionist painter.",https://en.wikipedia.org/wiki/Fern_Coppedge,15
1064,Fernand Léger,"Joseph Fernand Henri Léger (French pronunciation: [fɛʁnɑ̃ leʒe]; February 4, 1881 – August 17, 1955) was a French painter, sculptor, and filmmaker. In his early works he created a personal form of cubism (known as ""tubism"") which he gradually modified into a more figurative, populist style. His boldly simplified treatment of modern subject matter has caused him to be regarded as a forerunner of pop art.",https://en.wikipedia.org/wiki/Fernand_L%C3%A9ger,66
1065,Fernand Pelez,"Fernand Pelez (January 18, 1843 – August 7, 1913) was a French painter of Spanish origin who worked in Paris. Pelez portrayed social issues in a  realistic style.",https://en.wikipedia.org/wiki/Fernand_Pelez,28
1066,Fernand Verhaegen,"Fernand Verhaegen (1883–1975) was a Belgian painter and etcher.
He was born in Marchienne-au-Pont, near Charleroi in Wallonia. He took courses at the Académie Royale des Beaux-Arts from 1900 to 1906 and there became friends with Rik Wouters and Edgard Tytgat.  After graduation, he exhibited his works in Belgium and abroad (Biennale of Venice in 1920 and 1922).  His style gradually evolved from impressionism and Belgian luminism to a synthetic form of capturing reality. In his later years, he came back to a personal form of impressionism.
Verhaegen specialized in painting Walloon folklore: Carnival of Binche (he was soon recognised as the painter of ""the Gilles of Binche""), Doudou of Mons, Giants of Ath, Chinelles of Fosses, Chaudia of Leernes, Pasqueye, and so on.  He also created a series of etchings devoted to the folklore in Wallonia. In his book about this artist, Robert Magremanne has named him ""the great master of the Walloon folklore"". He died in Montigny-le-Tilleul in 1975.
Verhaegen's works are in many museums of Belgium (Antwerp, Brussels, Charleroi, Ixelles, Liège, Mons) and abroad (Genève, Grenoble, Indianapolis).",https://en.wikipedia.org/wiki/Fernand_Verhaegen,180
1067,Fernando Amorsolo,"Fernando Amorsolo y Cueto (May 30, 1892 – April 24, 1972) was a portraitist and painter of rural Philippine landscapes. Nicknamed the ""Grand Old Man of Philippine Art,"" he was the first-ever to be recognized as a National Artist of the Philippines. He was recognized as such for his ""pioneering use of impressionistic technique"" as well as his skill in the use of lighting and backlighting in his paintings, ""significant not only in the development of Philippine art but also in the formation of Filipino notions of self and identity.""",https://en.wikipedia.org/wiki/Fernando_Amorsolo,90
1068,Fernando Botero,"Fernando Botero Angulo (19 April 1932 – 15 September 2023) was a Colombian figurative artist and sculptor. His signature style, also known as ""Boterismo"", depicts people and figures in large, exaggerated volume, which can represent political criticism or humor, depending on the piece. He was considered the most recognized and quoted artist from Latin America in his lifetime, and his art can be found in highly visible places around the world, such as Park Avenue in New York City and the Champs-Élysées in Paris, at different times.
Self-styled ""the most Colombian of Colombian artists"", Botero came to national prominence when he won the first prize at the Salón de Artistas Colombianos in 1958. He began creating sculptures after moving to Paris in 1973, achieving international recognition with exhibitions around the world by the 1990s. His art is collected by many major international museums, corporations, and private collectors, sometimes selling for millions of dollars. In 2012, he received the International Sculpture Center's Lifetime Achievement in Contemporary Sculpture Award.",https://en.wikipedia.org/wiki/Fernando_Botero,167
1069,Fernando Gerassi,"Fernando Gerassi (October 5, 1899 – 1974) was a Sephardic Jew born in Turkey. He was an accomplished artist who exhibited alongside Picasso before volunteering to fight in the Spanish Civil War.",https://en.wikipedia.org/wiki/Fernando_Gerassi,32
1070,Fikret Mualla Saygı,"Fikret Muallâ Saygı (July 20, 1903 in Kadıköy, Istanbul, Ottoman Empire – July 20, 1967, in Reillanne, France) was a 20th-century avant-garde painter of Turkish descent. His work reflects influences from Expressionism and Fauvism, with subject matter focusing on Paris street life, social gatherings such as cafés and circuses.",https://en.wikipedia.org/wiki/Fikret_Mualla_Sayg%C4%B1,49
1071,Filippino Lippi,"Filippino Lippi (probably 1457 – 18 April 1504) was an Italian Renaissance painter mostly working in Florence, Italy during the later years of the Early Renaissance and first few years of the High Renaissance.  He also worked in Rome for a period from 1488, and later in the Milan area and Bologna.
He worked in oils, tempera and fresco, mostly painting religious subjects, with a few portraits and secular allegories or scenes from classical mythology.",https://en.wikipedia.org/wiki/Filippino_Lippi,75
1072,Fiona Rae,"Fiona Rae  (born 10 October 1963) is a Hong Kong-born British artist. She is one of the Young British Artists (YBAs) who rose to prominence in the 1990s. Throughout her career, she has been known for having a portfolio of work that includes elements of energy, and complexity. Her work is known for aiming at expanding the modern traditions of painting.",https://en.wikipedia.org/wiki/Fiona_Rae,61
1073,Fitz Henry Lane,"Fitz Henry Lane (born Nathaniel Rogers Lane; also formerly, mistakenly, known as Fitz Hugh Lane; December 19, 1804 – August 14, 1865) was an American painter and printmaker of a style that would later be called Luminism, for its use of pervasive light.",https://en.wikipedia.org/wiki/Fitz_Henry_Lane,43
1074,Flavia Blois,"Flavia Ria Joan Blois, later Baroness Burntwood, (28 December 1914 – 28 March 1980) was a British landscape artist.",https://en.wikipedia.org/wiki/Flavia_Blois,19
1075,Fletcher Martin,"Fletcher Martin (April 19, 1904 – May 30, 1979) was an American painter, illustrator, muralist and educator. He is best known for his images of military life during World War II and his sometimes brutal images of boxing and other sports.",https://en.wikipedia.org/wiki/Fletcher_Martin,41
1076,Flora Macdonald Reid,"Flora Macdonald Reid or Flora M. Reid (1860 – 1938) was a British, Scottish painter and the sister of the artists John Robertson Reid and Elizabeth Reid.",https://en.wikipedia.org/wiki/Flora_Macdonald_Reid,27
1077,Florence Engelbach,"Florence Ada Engelbach née Neumegen (9 June 1872 – 27 February 1951) was a painter of portraits, landscapes and flower pieces. She was born in Spain to English parents and, after training in London, established her artistic career in Britain.",https://en.wikipedia.org/wiki/Florence_Engelbach,40
1078,Floris van Dyck,"Floris van Dyck, also called Floris van Dijck or Floris Claesz. van Dyck (c.1575 – before 26 April 1651) was a Dutch Golden Age still life painter.",https://en.wikipedia.org/wiki/Floris_van_Dyck,27
1079,Floris van Schooten,"Floris Gerritsz van Schooten or Floris van Schooten (between 1585 and 1588 – buried 14 November 1656) was a Dutch painter who practised in a broad range of still life genres including breakfast pieces, fruit pieces, market scenes and large kitchen pieces.",https://en.wikipedia.org/wiki/Floris_van_Schooten,42
